Date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
196708,   2.14,   2.08,   0.16,   0.37,  -2.70,  -0.65,   2.01,   2.24,   0.08,   1.26
196709,   7.34,   8.34,   5.05,   8.89,   9.92,   3.07,   9.69,   6.41,   0.07,   4.93
196710,  -1.07,  -2.11,  -3.58,   0.61,  -1.13,  -8.53,   0.36,  -5.90,  -4.46,  -1.33
196711,  -0.02,  -2.08,  -0.34,   1.65,   0.02,  -0.48,   0.69,   1.50,   1.92,   0.13
196712,   6.94,   9.34,   9.02,   7.94,  10.80,   2.22,   8.07,   1.75,   2.78,   9.20
196801,   3.46,   1.65,   0.59,   1.98,  -3.99,   0.38,   6.35,  -5.26,   2.29,   6.20
196802,  -4.50,  -7.05,  -6.41,  -6.42,  -9.30,  -4.62,  -3.87,  -5.40,  -0.96,  -4.74
196803,   0.11,  -0.89,  -1.88,   1.95,  -1.14,  -0.96,   0.63,  -0.16,  -3.35,  -1.26
196804,  16.20,  16.62,  14.30,  12.54,  17.47,  12.01,  15.54,  11.00,   2.96,  14.61
196805,  10.70,   9.61,   8.43,   8.68,   9.27,   8.31,  13.61,   5.75,   0.74,  11.26
196806,   2.55,  -0.37,   0.77,   2.18,  -2.51,   3.48,   1.43,   1.01,   8.56,   2.38
196807,  -2.20,  -3.69,  -3.55,   0.43,  -6.92,  -5.86,  -3.27,  -3.75,   0.48,  -0.89
196808,   4.03,   3.73,   3.87,   3.19,   1.92,   5.89,   5.20,   2.11,  -0.76,   4.38
196809,   6.85,   9.96,   6.16,   7.27,   6.25,   8.21,   8.24,   1.59,   0.46,   9.76
196810,   1.19,   1.27,   0.47,  -0.10,  -2.95,   1.47,   3.92,  -0.47,   1.40,   0.73
196811,   5.78,   6.90,   6.82,   8.08,   8.03,   6.72,   6.97,   8.47,   8.52,   8.00
196812,   0.45,   0.22,   0.78,   4.88,  -0.12,  -4.43,   0.68,  -0.64,  -3.02,   0.60
196901,  -0.62,  -1.11,  -0.61,   0.83,  -2.36,  -2.44,  -1.19,  -0.49,   2.28,   0.92
196902,  -8.88,  -8.21,  -8.61, -10.57, -10.46,  -8.53,  -8.37,  -6.11,  -4.37,  -9.05
196903,   0.29,   3.64,   2.39,   6.69,   0.91,   0.59,   2.38,   3.64,  -1.62,   2.00
196904,  -0.60,   1.11,  -1.03,   0.29,   1.00,   3.34,   1.09,   3.92,   0.97,   2.03
196905,   0.20,  -0.07,  -0.35,   8.70,  -0.85,   3.31,   1.45,   2.46,  -0.20,  -0.56
196906, -10.86, -11.37, -11.51, -11.21, -12.85,  -8.83, -11.83,  -8.09,  -5.82, -13.02
196907,  -9.69,  -9.70,  -9.32, -10.24, -12.01, -10.85, -10.93,  -4.04,  -3.10, -10.39
196908,   3.84,   4.90,   4.43,   6.62,   6.60,   3.89,   7.29,  10.44,  -1.06,   7.04
196909,  -2.78,  -3.12,  -2.34,  -8.80,  -2.35,  -1.95,  -1.35,   1.84,  -3.72,  -1.33
196910,   8.79,  10.59,   8.70,   3.33,  16.93,  13.61,  10.26,  11.13,   7.48,   7.93
196911,  -5.60,  -7.31,  -5.67,  -5.23,  -5.25,  -1.48,  -5.10,  -1.41,  -4.30,  -7.00
196912,  -6.82, -10.07,  -6.00,  -7.64,  -7.95,  -1.96,  -7.20,   0.61,  -1.41,  -9.01
197001,  -2.68,  -4.48,  -3.18,  -3.53,  -5.55,  -7.74,  -4.54,  -4.11,  -2.95,  -5.09
197002,   3.55,  -0.59,   3.79,   5.23,   3.32,   7.22,   2.56,   4.13,   6.83,   7.10
197003,  -1.50,  -0.91,  -1.61,  -4.67,  -6.60,  -3.94,  -3.39,  -4.91,   3.22,  -2.60
197004, -13.52, -18.53, -15.35, -18.39, -21.51, -14.99, -16.99, -17.07,  -6.51, -18.25
197005,  -9.07,  -9.26,  -9.28,  -3.16, -10.57,  -8.32, -10.85, -10.36,  -5.46,  -9.41
197006,  -6.71,  -9.17,  -7.90,  -5.97, -11.30,  -4.27,  -6.64,  -5.75,  -3.98,  -8.35
197007,   5.76,   8.46,   4.80,  16.29,  -0.22,   8.70,   6.64,   4.16,   7.18,   6.08
197008,   5.03,   8.78,   5.98,   8.64,   8.02,   4.50,   5.03,   4.87,   3.98,   7.16
197009,  13.24,  13.66,  12.00,  11.48,  21.84,  10.54,  13.70,  12.19,   0.77,  13.51
197010,  -3.61,  -7.34,  -6.82,  -0.93, -13.49,  -3.66,  -5.03,  -4.42,  -0.58,  -6.55
197011,   0.19,  -0.18,  -0.53,   2.27,  -3.61,   2.23,   0.08,  -0.25,   8.79,   0.24
197012,  12.11,   8.81,   8.77,   2.21,   4.75,   6.67,  11.02,   9.09,   6.75,   6.91
197101,  13.85,  13.94,  13.44,   8.72,  18.99,  10.31,  15.00,   8.44,   4.81,  16.16
197102,   9.47,   5.53,   4.24,   3.60,   5.07,   1.98,   5.82,   6.85,  -1.98,   4.03
197103,   4.09,   5.13,   4.61,   2.65,   9.67,   7.78,   9.09,   4.64,   1.74,   6.15
197104,   0.79,   4.87,   3.49,   3.08,   3.30,   3.06,   1.71,   4.08,  -2.47,   3.71
197105,  -4.79,  -5.44,  -5.14,  -5.74,  -6.15,  -3.55,  -4.68,  -0.49,  -3.48,  -5.80
197106,  -3.14,  -0.23,  -2.65,  -0.43,  -3.56,  -0.64,  -1.28,  -0.50,   2.44,  -1.70
197107,  -5.56,  -7.51,  -5.56,  -2.80,  -9.58,  -4.11,  -5.50,  -6.10,  -0.93,  -5.88
197108,   3.32,   8.18,   5.45,   0.63,   5.42,   1.93,   2.61,   4.70,  -1.17,   5.16
197109,   0.91,   0.97,  -1.49,  -1.61,  -3.34,   0.84,   0.40,   1.45,  -1.52,   0.00
197110,  -5.72,  -5.91,  -6.51,  -8.38,  -7.95,  -5.45,  -5.40,  -4.85,   1.80,  -6.33
197111,  -3.92,  -2.82,  -3.81,  -1.90,  -2.93,   0.29,  -3.54,  -2.89,  -1.06,  -4.03
197112,  12.12,  12.93,  11.51,  11.63,  15.85,  13.86,  12.93,  12.11,   7.22,  11.11
197201,   9.35,  14.48,  10.73,   7.99,  19.01,   6.94,   8.91,   6.67,   1.01,  11.66
197202,   3.65,   4.89,   4.63,   6.22,   5.75,   7.65,   6.13,   7.85,  -2.23,   2.58
197203,  -1.03,   0.56,   0.37,  -3.54,   0.12,   0.36,   0.03,   0.44,  -0.03,   0.25
197204,  -0.71,   3.66,   1.42,  -1.41,   0.54,  -1.64,  -1.25,  -0.61,  -2.31,  -0.11
197205,  -2.41,  -1.63,  -1.98,  -0.89,  -1.84,   1.55,  -3.00,   0.27,  -0.52,  -2.42
197206,  -3.15,  -2.81,  -2.90,  -2.79,  -3.25,  -4.00,  -6.63,  -1.18,  -1.36,  -3.95
197207,  -3.41,  -3.63,  -1.86,  -2.21,  -2.98,   0.05,  -6.57,  -1.96,   0.36,  -4.19
197208,  -0.96,  -0.29,   1.53,   9.41,   0.30,   3.52,  -0.86,   3.80,   4.60,   0.78
197209,  -3.63,  -4.22,  -2.82,  -2.91,  -4.07,  -2.60,  -3.89,  -3.67,   0.20,  -3.42
197210,  -0.66,  -1.76,  -2.32,   1.04,  -2.41,   0.53,  -2.97,  -4.44,   5.82,  -2.05
197211,   5.88,   3.94,   5.32,   7.72,   2.63,   5.35,   7.23,  -0.40,   6.68,   4.31
197212,  -2.97,  -1.54,  -1.70,   0.74,  -2.44,  -4.37,  -2.96,  -0.09,  -0.87,  -3.03
197301,  -4.60,  -7.92,  -3.13,   4.84,  -3.37,  -7.27,  -6.06,  -8.10,  -2.95,  -4.66
197302,  -7.21,  -9.16,  -6.68,  -9.94,  -9.16,  -9.38,  -9.62,  -7.34,  -1.85,  -7.12
197303,  -3.50,  -3.33,  -1.61,  -1.23,  -3.64,  -2.37,  -5.82,  -3.02,  -1.40,  -2.12
197304,  -8.22,  -8.66,  -5.87,  -4.58,  -8.63,  -6.86,  -9.31, -10.00,  -0.66,  -8.57
197305,  -8.53, -10.28,  -7.67,  -9.15, -10.48,  -5.62, -10.02,  -8.81,  -0.69,  -8.90
197306,  -5.16,  -4.40,  -2.78,  -1.35,  -2.81,  -1.53,  -4.80,  -4.27,  -1.79,  -2.91
197307,  10.96,  14.45,  11.67,   8.49,  17.01,   7.11,  12.27,  14.64,  -1.24,   9.87
197308,  -5.29,  -7.19,  -3.45,  -3.43,  -6.05,  -6.12,  -4.95,  -6.19,  -1.99,  -4.36
197309,   6.17,   7.23,   8.05,  16.85,  12.06,   3.53,   6.13,   8.52,   6.25,   5.94
197310,  -1.40,  -3.84,   0.64,  14.29,   1.86,  -4.85,  -1.53,   0.75,  -2.30,  -1.36
197311, -18.34, -23.67, -18.65,  -6.29, -22.02, -17.79, -20.81, -15.78,  -9.64, -16.32
197312,  -5.87,  -6.39,  -3.96,   6.53,  -4.80,  -3.84,  -5.92,  -5.26,   2.11,  -4.13
197401,  14.98,  15.90,  14.96,   4.19,  14.94,  13.90,  14.31,   9.53,   5.85,  12.75
197402,   1.94,   1.52,   1.24,  -2.12,  -1.12,  -1.97,   0.59,  -0.81,   1.07,   0.77
197403,   0.87,   2.88,   2.31,  -1.79,   0.74,  -1.16,   2.88,  -0.62,  -2.61,   0.46
197404,  -4.77,  -5.65,  -3.35,  -7.01,  -5.58,  -8.55,  -4.93,  -5.51,  -9.23,  -5.87
197405,  -6.13,  -6.52,  -5.68, -11.32,  -7.12,  -6.05,  -6.21,  -5.97,  -6.34,  -7.87
197406,  -2.08,  -4.01,  -1.15,  -0.54,  -4.39,  -3.14,  -3.61,  -3.09,  -4.21,  -3.83
197407,  -5.17,  -7.18,  -4.00,  -4.26,  -7.75,  -6.01,  -5.00,  -7.36,  -0.12,  -5.77
197408,  -7.95,  -6.35,  -6.99,  -8.36,  -8.75,  -6.71,  -8.31,  -7.90,  -6.82,  -8.95
197409,  -7.57,  -9.30,  -8.39,  -5.40, -11.37,  -8.14,  -9.14, -11.78,  -2.29,  -7.09
197410,   6.20,   7.35,   9.49,  25.16,   6.05,   8.25,   7.67,  19.96,   9.86,   8.48
197411,  -5.89,  -7.28,  -4.83,   0.41,  -6.33,  -0.17,  -6.05,  -1.61,  -0.47,  -5.11
197412,  -7.54,  -9.57,  -7.36,  -3.56, -10.90,  -3.74,  -8.90,  -8.27,  -2.60,  -7.68
197501,  28.76,  34.95,  27.32,  16.18,  34.95,  33.90,  32.41,  27.65,  22.76,  28.95
197502,   4.81,   3.50,   5.46,   5.41,   8.11,   9.28,   5.75,  11.84,   0.96,   5.91
197503,  10.48,  10.82,   8.05,  -0.37,  12.18,   7.26,  13.37,   5.19,  -0.60,   7.24
197504,   3.82,   3.35,   5.24,   6.91,   6.69,   6.79,   2.98,   3.80,   0.06,   1.71
197505,   6.80,   7.58,   6.28,  13.51,  11.04,   9.59,   6.67,   8.65,   7.04,   7.05
197506,   8.22,   8.63,   7.79,   8.42,   8.89,   7.15,   7.70,   5.43,   9.53,   5.99
197507,   0.68,   1.52,  -1.05,  -2.67,  -2.03,  -5.60,   0.66,  -2.81,  -3.15,  -0.75
197508,  -4.87,  -6.08,  -4.41,  -3.03,  -6.56,  -2.91,  -3.92,  -7.64,  -1.66,  -5.04
197509,  -1.52,  -4.12,  -3.57,  -4.16,  -4.47,  -4.38,  -3.05,  -5.04,  -0.93,  -4.44
197510,   4.24,   4.42,   0.80,  -0.53,   0.06,   3.50,   3.55,   1.81,   5.05,   0.69
197511,   4.07,   3.40,   1.90,  -1.76,   1.41,   3.45,   4.25,   2.82,   3.21,   0.77
197512,  -0.68,  -0.94,  -0.87,  -1.55,  -2.44,   0.54,  -0.58,  -0.80,   0.67,   0.40
197601,  19.64,  26.26,  20.78,  14.82,  25.18,  20.47,  18.82,  17.18,   9.74,  16.61
197602,  13.64,  15.68,  11.73,   3.34,  14.89,   7.89,  14.23,   7.54,  -0.85,  11.04
197603,   0.41,   2.42,   1.93,   2.03,   3.81,  -2.63,   2.67,   1.87,   0.10,   2.73
197604,  -0.80,  -1.30,  -0.69,   2.24,  -1.33,   0.25,  -1.70,  -3.41,   1.53,  -0.19
197605,  -4.10,  -4.26,  -0.78,   7.16,  -3.35,  -3.44,  -3.82,  -1.83,  -1.14,  -1.80
197606,   1.23,   2.62,   3.98,   3.58,   6.05,   5.17,   0.58,   2.64,   3.10,   2.78
197607,  -0.13,  -0.12,   0.39,   0.64,  -1.40,   0.27,  -1.32,   0.80,   2.95,   0.79
197608,  -2.78,  -2.63,  -1.54,  -3.00,  -3.33,   3.78,  -1.67,  -1.52,   2.88,  -1.24
197609,  -0.26,   1.44,   1.61,   6.76,   1.23,   2.51,   0.67,   2.06,   4.02,   1.51
197610,  -2.37,  -2.96,  -2.52,  -0.38,  -4.25,  -0.46,  -3.12,  -1.10,  -0.20,  -1.44
197611,   2.19,   3.67,   2.09,   3.57,   2.85,   4.60,   2.81,   1.06,   2.98,   2.68
197612,   8.78,  10.61,   9.21,  11.28,  13.09,   7.29,   9.74,   9.24,   7.04,  10.31
197701,   2.98,   1.01,   3.50,  11.68,   5.45,   4.79,   1.73,   3.71,   2.46,   3.58
197702,  -0.05,  -0.26,   0.93,  -1.68,   0.40,   1.76,  -0.46,  -0.50,  -2.73,   0.90
197703,   0.32,  -1.12,   1.20,  -0.53,   1.87,   2.10,   0.03,   0.65,   0.32,   1.66
197704,   1.50,   0.28,   2.34,   3.35,   1.54,   0.08,   0.20,  -1.12,   1.67,   2.35
197705,  -0.50,  -0.51,  -0.64,   1.72,   0.51,  -1.27,   0.62,   0.04,   1.39,   0.88
197706,   4.65,   3.35,   5.07,   8.74,   6.05,   6.94,   4.78,   7.14,   5.53,   5.40
197707,   1.20,   0.58,  -0.43,  -0.72,   0.87,   3.81,   1.47,   0.86,   1.78,   2.22
197708,  -0.59,  -0.97,  -0.81,  -3.14,   0.49,  -0.07,   0.50,  -0.43,  -1.81,   0.08
197709,   1.06,   1.22,  -0.17,   2.42,   0.77,   1.37,   2.72,   4.78,   1.51,   1.71
197710,  -1.46,  -3.37,  -2.75,  -5.04,  -2.57,  -1.72,  -1.89,  -0.35,  -2.26,  -2.15
197711,   7.18,   7.72,   7.27,   8.79,   9.27,   7.91,   6.11,   8.17,   3.53,   7.07
197712,   1.32,   0.78,   1.63,   3.63,   3.09,   5.78,   1.98,   3.92,   0.11,   2.41
197801,  -0.16,  -3.33,  -1.75,  -3.62,  -2.18,  -1.77,  -1.20,  -1.42,  -3.21,  -0.28
197802,   2.12,   2.36,   2.63,   1.22,   2.55,   2.13,   4.47,   1.86,   0.42,   2.56
197803,   6.68,   6.67,   6.72,   2.57,   9.66,   8.14,   7.37,   8.91,   1.64,   6.88
197804,   7.00,   8.77,   9.20,   5.67,  11.81,   8.89,   8.15,  10.94,   0.31,   7.78
197805,   6.97,   8.71,   7.53,   3.76,  12.32,   5.74,   7.28,   8.29,   0.17,   6.21
197806,   0.94,  -0.02,   0.34,  -0.45,   0.62,  -0.59,   0.07,   0.73,   1.02,   1.87
197807,   2.76,   3.63,   6.30,   4.13,   7.33,   4.87,   3.42,   8.94,   3.03,   5.59
197808,   7.62,  13.10,   8.82,   3.42,  17.53,   8.19,  10.78,   9.74,   1.63,   9.08
197809,   2.68,   0.12,  -0.79,   2.53,   1.01,  -0.15,  -0.36,  -0.25,   0.13,   0.58
197810, -18.18, -20.40, -18.68, -20.75, -24.85, -13.72, -19.28, -22.79,  -7.28, -16.44
197811,   5.78,   3.52,   4.58,   8.94,   8.18,   6.89,   2.77,   7.87,   2.26,   2.69
197812,  -0.18,  -0.70,   1.35,   2.01,   4.14,   4.28,   0.44,   3.32,  -0.67,   1.72
197901,   8.72,  11.09,  10.93,   7.56,  12.02,   9.46,   9.35,   8.97,   6.07,   8.41
197902,  -2.12,  -3.02,  -2.52,   2.74,  -3.63,  -1.17,  -3.17,  -4.45,  -0.85,  -1.14
197903,   5.90,   6.22,   9.00,  18.16,  11.34,   9.16,   7.64,   7.30,   2.55,   7.59
197904,   2.49,   1.82,   2.94,   4.74,   2.55,   4.80,   2.29,   1.10,  -0.84,   3.17
197905,  -0.24,  -0.98,  -1.28,   0.09,  -1.30,  -1.21,  -2.35,  -1.31,   0.57,  -0.74
197906,   1.91,   3.62,   5.04,  19.62,   5.15,   6.55,   2.80,   4.46,   5.53,   6.08
197907,   0.34,   1.87,   2.86,   0.54,   1.85,   1.62,   2.20,   2.89,   3.83,   2.72
197908,   7.29,   5.06,   8.32,  12.39,   9.77,   6.31,   7.83,   7.62,   2.50,   6.77
197909,  -1.53,  -1.52,  -0.95,   6.52,  -0.49,   1.50,   0.05,   1.32,  -1.52,  -0.25
197910,  -9.65,  -9.93, -10.36,  -7.02,  -9.29,  -9.41,  -9.38,  -9.27,  -6.66, -10.17
197911,   4.67,   1.12,   5.59,  17.53,  11.18,   8.96,   4.02,   9.77,   6.87,   6.03
197912,   4.22,   2.88,   7.53,  16.15,   9.98,   8.66,   5.38,   7.15,  -0.75,   6.27
198001,   7.70,  11.69,  11.90,  19.13,  14.81,   3.69,   5.78,   8.25,   1.21,   9.82
198002,  -1.30,  -1.68,  -2.48,   8.38,  -0.47,  -3.32,  -1.36,  -3.28,  -4.05,  -0.59
198003, -14.32, -17.61, -16.59, -24.79, -19.59, -11.40, -15.14, -13.64,  -6.72, -16.01
198004,   4.23,   1.54,   3.36,   7.29,   5.50,   6.61,   3.65,   6.22,  12.90,   5.86
198005,   6.85,   8.55,   6.21,   5.92,   6.78,   8.63,   8.59,  10.93,   4.96,   7.65
198006,   3.84,   2.97,   3.58,   6.69,   3.22,   3.08,   3.83,   1.94,   4.92,   5.10
198007,   7.73,   8.34,  10.17,   6.57,  17.68,   5.89,   8.84,  13.17,   0.65,   8.47
198008,   5.84,   7.44,   6.23,   9.03,  13.17,   9.11,   6.08,   8.70,  -1.29,   5.57
198009,   3.39,   6.62,   4.79,  11.86,   6.71,   2.09,   3.19,   6.60,   0.12,   4.70
198010,   1.78,   0.89,   3.07,  11.46,   7.63,   3.05,   2.31,   6.41,   1.17,   4.77
198011,   1.10,   3.50,   6.18,  26.23,  10.90,   6.08,   3.10,   7.72,   2.35,   6.23
198012,  -3.13,  -4.10,  -3.85,  -7.18,  -3.92,  -2.35,  -2.57,  -2.17,   0.29,  -2.59
198101,   3.86,   2.11,   0.31,  -6.38,  -3.32,   5.07,   2.82,   2.90,   0.39,   1.13
198102,   1.47,   2.79,   1.09,  -2.71,  -2.43,   1.42,   1.27,  -1.81,  -0.23,   1.31
198103,   7.13,   7.60,   8.99,   0.09,   8.21,   8.25,   8.53,  11.85,   2.74,   7.31
198104,   4.11,   5.28,   2.56,  -7.56,   6.23,   3.24,   5.31,   7.14,  -1.65,   2.98
198105,   3.09,   3.18,   2.36,   1.94,   7.61,   6.61,   2.26,   3.72,   2.05,   1.71
198106,   1.89,   0.75,  -0.55,  -7.24,  -5.52,  -1.84,   1.73,  -2.14,   3.31,   0.14
198107,  -1.47,  -1.45,  -2.53,   4.71,  -5.71,  -1.54,  -3.15,  -4.24,   1.34,  -2.08
198108,  -5.76,  -8.87,  -8.07,  -8.38, -12.29,  -8.86,  -6.36, -10.93,  -0.38,  -6.49
198109,  -5.79,  -8.57,  -9.03, -17.39, -10.08,  -5.50,  -6.28,  -7.75,  -4.20,  -8.62
198110,   5.76,   7.01,   5.66,   8.91,  10.61,   8.81,   5.98,   9.31,   4.69,   7.05
198111,   2.40,   1.97,   1.93,  -1.48,   1.67,   7.08,   0.04,   1.37,   7.13,   2.43
198112,  -0.56,  -2.05,  -1.25,  -6.21,  -1.75,  -1.15,  -0.94,  -1.63,  -2.48,  -2.20
198201,   0.03,   0.05,  -1.61,  -7.38,  -0.83,  -3.53,  -0.99,  -0.78,   0.62,  -2.19
198202,  -1.93,  -2.88,  -4.03, -15.74,  -5.88,  -3.77,  -2.40,  -3.12,   0.22,  -4.15
198203,   0.78,   0.68,  -2.31,  -4.91,  -1.30,   0.15,   1.40,  -0.11,   1.73,  -1.27
198204,   5.79,   5.91,   3.57,   1.48,   8.22,   8.05,   6.61,   9.84,   4.06,   5.43
198205,  -1.17,  -3.39,  -3.28,  -1.81,  -3.43,  -3.84,  -1.27,  -3.63,  -0.09,  -2.44
198206,  -0.55,  -0.31,  -3.14, -10.47,  -4.99,  -2.87,  -0.82,  -3.08,  -1.52,  -3.27
198207,   0.06,   0.69,  -1.15, -10.79,  -1.37,  -1.21,   1.40,   0.54,  -2.02,  -1.44
198208,   4.21,   3.71,   7.15,   4.72,   5.94,   6.68,   5.51,   6.15,   9.51,   6.98
198209,   6.98,   1.57,   1.90,  -6.03,   5.02,   4.81,   4.71,   5.52,   1.97,   4.21
198210,  11.20,  15.36,  11.71,   8.32,  18.36,  12.91,  13.53,  15.47,   6.18,  13.53
198211,   9.87,  11.94,   9.55,  -5.82,  14.33,  14.10,  11.16,  14.90,   1.87,  10.46
198212,   1.82,   0.81,   2.86,  -1.53,   4.33,  -0.30,   2.54,   4.07,   2.74,   1.85
198301,   7.05,  12.14,   9.81,  16.38,  16.05,  17.36,   8.39,  12.30,   4.00,  10.50
198302,   7.45,   8.60,   6.42,  -5.97,   9.10,   2.64,   8.55,   8.43,   2.41,   4.94
198303,   7.13,   5.07,   4.02,   2.75,   2.53,   3.80,   8.84,   6.09,   0.71,   6.46
198304,   7.55,   9.35,   6.32,   8.47,   6.81,   4.51,   9.73,   8.62,   4.37,   9.22
198305,   6.11,   8.95,   8.31,  16.71,  12.26,   8.74,   8.84,   8.12,   4.00,   8.60
198306,   5.75,   7.37,   4.29,   4.73,   6.23,   3.02,   7.28,   5.73,  -0.14,   4.03
198307,  -0.56,  -2.64,  -1.29,   1.47,  -6.10,  -5.56,  -1.43,  -7.12,   1.80,  -1.31
198308,  -2.49,  -6.53,  -3.06,  -1.77,  -5.38,  -5.57,  -4.49,  -4.42,   2.05,  -2.31
198309,   2.04,   0.62,   1.12,  -3.28,  -1.47,  -1.35,   1.43,  -2.45,   3.87,   0.51
198310,  -3.80,  -5.16,  -5.09,  -6.60, -10.98,  -7.95,  -4.94, -10.89,   1.95,  -4.62
198311,   3.81,   5.66,   4.96,  -4.10,   5.15,   3.11,   3.19,   0.69,   0.55,   2.68
198312,  -1.20,  -1.19,  -0.35,  -3.79,  -4.23,  -1.32,  -3.02,  -5.93,  -2.35,  -1.46
198401,   1.08,  -1.62,   0.58,   6.23,  -2.20,   0.09,  -2.44,  -1.87,   2.29,   0.70
198402,  -4.53,  -5.80,  -6.40,  -2.07,  -9.47,  -7.78,  -5.98,  -5.75,  -1.90,  -4.62
198403,   1.56,   1.73,   2.12,   1.56,  -0.41,  -2.15,   0.57,   0.32,   0.01,   0.36
198404,  -0.94,  -2.00,  -0.46,  -2.22,  -2.83,  -1.56,  -2.45,  -1.06,  -1.06,  -2.69
198405,  -3.12,  -6.36,  -5.37,  -4.08,  -6.54,  -4.16,  -3.82,  -7.35,   0.98,  -5.37
198406,   2.23,   3.24,   2.00,  -3.73,   2.46,   3.11,   3.38,   2.76,   0.94,   0.92
198407,  -3.69,  -5.07,  -3.60, -10.15,  -7.73,  -3.03,  -2.97,  -5.39,  -0.44,  -3.75
198408,   6.89,   9.45,  10.15,   5.96,  11.68,   6.97,   9.67,  13.50,   6.92,   7.16
198409,   0.91,  -0.57,  -0.17,  -0.81,  -3.36,  -0.35,  -0.17,  -2.71,   4.18,   1.46
198410,  -0.96,  -2.67,  -1.68,  -9.91,  -4.28,  -2.46,  -2.82,  -2.06,   3.25,  -0.64
198411,  -1.25,  -2.83,  -2.96,  -5.53,  -5.66,  -2.65,  -3.93,  -5.13,   2.89,  -2.43
198412,   1.58,   2.44,   0.62,  -1.55,   0.09,   5.28,  -0.55,   0.07,   2.09,   1.14
198501,   8.96,  13.77,  12.50,   4.09,  18.10,  15.57,  12.03,  17.36,   4.41,  12.03
198502,   4.14,   2.38,   3.43,   6.98,   5.74,   7.53,   5.07,   8.00,   1.27,   4.44
198503,   0.10,  -3.40,  -2.52,  -0.20,  -4.58,   4.63,  -1.06,  -2.09,   5.51,   0.63
198504,  -1.30,  -2.63,  -2.09,  -1.67,  -4.41,  -1.35,  -1.25,   0.64,   2.30,   0.25
198505,   4.14,  -0.05,   2.53,  -2.78,   0.84,   4.07,   3.28,   2.78,   5.27,   3.14
198506,   2.14,   0.23,  -0.61,  -4.50,  -2.51,   2.96,   0.78,   1.79,   3.71,   2.22
198507,   1.09,   0.94,   3.63,  -0.49,   3.00,   1.84,   0.93,   0.85,  -2.75,   2.34
198508,   1.93,  -1.24,  -1.34,  -1.11,  -2.03,   0.80,  -1.89,  -1.65,   1.88,   1.03
198509,  -3.36,  -4.40,  -5.03,  -6.86,  -8.33,  -7.06,  -5.07,  -7.09,  -3.62,  -5.34
198510,   3.67,   2.26,   1.70,  -1.17,   0.82,   0.09,   0.75,   2.30,   4.77,   2.88
198511,   5.65,   5.28,   5.32,   3.21,   5.28,   5.43,   6.18,   5.69,   4.38,   5.84
198512,   4.51,   2.77,   4.33,  -8.98,   3.85,   0.44,   3.71,   4.23,   4.05,   3.71
198601,   3.98,   4.25,   2.63,  -0.33,   4.15,   2.14,   3.85,   5.30,   3.95,   6.35
198602,   6.78,  10.24,   7.43,  -7.33,   5.56,   5.67,   7.19,   3.65,   6.13,   8.37
198603,   6.61,   7.02,   5.99,  -1.18,   2.85,   7.62,   5.74,   9.56,   4.11,   4.74
198604,   1.52,   2.56,   0.49,  -1.60,   2.94,   1.11,   2.36,   0.87,  -0.55,   1.59
198605,   5.05,   1.74,   2.92,   5.19,   2.83,   4.80,   6.01,   4.92,   3.43,   3.49
198606,   3.22,  -0.39,   0.08,   0.08,  -2.68,   1.42,   3.21,   2.34,   4.88,   1.45
198607,  -5.57,  -9.39,  -8.20,  -9.93, -10.22,  -4.32,  -9.21,  -8.61,   3.17,  -6.36
198608,   2.28,  -0.90,   1.43,   8.26,   1.17,  -1.62,  -0.22,   0.20,   6.69,   2.13
198609,  -6.21,  -6.18,  -4.42,  -3.96,  -7.76,  -6.97,  -7.24,  -9.20,  -7.10,  -6.11
198610,   3.66,   3.65,   2.16,  -0.91,   2.91,   5.06,   3.48,   3.58,   5.04,   1.83
198611,   0.74,   0.92,  -0.54,  -2.88,   0.32,  -1.59,  -0.13,  -1.44,   0.31,  -1.80
198612,  -3.27,  -2.99,  -2.92,  -2.87,  -4.29,  -3.41,  -5.08,  -5.21,  -2.90,  -3.42
198701,   9.43,  10.93,  12.83,  20.24,  14.32,  13.09,   8.37,  12.13,   7.98,  10.74
198702,   6.96,   6.42,   8.12,   5.62,  10.67,   5.56,   7.52,  14.65,  -0.06,   5.82
198703,   4.12,   2.24,   4.20,  14.39,   0.78,   6.81,   1.90,   3.14,  -0.17,   2.68
198704,  -3.42,  -1.03,  -1.89,   3.16,  -0.56,  -2.61,  -3.03,  -2.49,  -4.38,  -2.55
198705,  -0.65,   1.84,   1.43,   7.61,   0.47,   1.83,  -1.37,  -1.20,  -0.94,  -0.96
198706,   4.27,   2.86,   3.71,   3.30,   0.16,   5.95,   3.34,   2.06,   2.59,   2.32
198707,   2.91,   2.90,   4.83,  16.67,   1.45,   5.89,   3.92,  -0.29,  -0.44,   2.45
198708,   2.46,   2.77,   1.97,  -3.90,   1.94,   1.46,   1.72,  -0.08,   2.31,   2.22
198709,  -1.07,  -0.75,  -0.18,  -4.17,  -0.86,  -2.05,  -2.99,  -2.11,  -2.31,  -1.82
198710, -27.85, -31.64, -29.96, -25.86, -31.59, -25.03, -29.64, -32.76, -10.45, -24.89
198711,  -6.34,  -5.59,  -4.07,  -6.87,  -7.60,  -6.89,  -7.27,  -6.41,  -1.57,  -4.16
